,tsne1,tsne2,corpus
282,17.81482,-1.4631015,I've heard of the place... I see the reviews... maybe I need to try more on the menu... but I guess 
283,14.167301,15.6816845,"Bleh. Eat at Jumbos is so ridiculously mediocre to just plain bad. For starters, the owner is a tool"
284,-18.982067,-0.13542043,What happened to the Korean lady and the young guys? The warm service seems to have disappeared with
285,-20.497656,-16.927582,If you enjoy watching the daytime drunks stumbling around and the stench of urine and marijuana then
286,5.3772016,-15.87655,Bought tickets for Black Panther for opening weekend. Waited in line for a hour to find out that a l
287,1.4524179,9.235831,Wings are the wrong flavor every time we order them. Wait is usually 5-20 mins longer than they tell
288,-23.52248,-1.4203296,"I was really looking forward to a solid Cali style Super Burrito. No such luck. 

First off they don"
289,-25.815851,5.0537653,"When I was there recently, it was to grab a quick breakfast snack and get back on my way to other pl"
290,-11.511112,-3.4330459,Ate there tonight with a group of coworkers.  The food was not up to snuff.  Most of our meals came 
291,-9.609831,0.78088075,"The valet was a much needed plus on a Friday night.  Nice Ambiance. Vince Young memorabilia, of cour"
292,-1.8854266,-9.032028,"Ehhhh, I can handle  terrible service when the food and drinks are worth it, but this is mediocre at"
293,6.0504208,-22.892578,"In comparison to other soft serve places in Vancouver, Soft Peaks is pricey and not as good as I tho"
294,-7.4480963,11.393205,A restaurant chain known for serving breakfast... just doesn't serve breakfast here.  Stupid.
295,-5.202412,-4.1593084,Very overpriced. We paid $4 for 2 eggs (they never mentioned that it was extra $). The service was b
296,6.418334,0.9845356,"Since I wrote this review, I've been back to this place a couple more times.  This last experience r"
297,10.480937,17.61664,I usually enjoy going to Cracker Barrel restaurants when on trips and have been to many around the c
298,6.619064,-12.039685,The worst experience I ever had! This is by far the worst Cheesecake Factory. CF is well known for i
299,15.778164,-12.519574,"Food is fine once you get it but its not really worth the hassle at this location.

First of all, it"
300,-4.0834174,-8.338133,We went b/c we saw a Facebook ad for their NY eve menu- called and tried to ask questions but the pe
301,8.321263,7.7510858,I went right at 11 when it opened and Food was decent but the waitstaff and cleanliness are detestab
302,-6.2829027,-2.3454533,"On business by myself, was seated right away but the table rocked so bad it almost fell over. Had th"
303,-8.406983,-4.134614,Came In here for a late lunch after a day of exploring downtown and wanting to get away from the cro
304,9.651439,-16.423897,"I'm sure the food is excellent but the guy who answers the phone has got to go.

I was making a poli"
305,1.8445742,-0.6961825,"We've been at this restaurant twice since Feb of this year, the first time was on Valentine's day. I"
306,0.11264032,13.05698,I ordered a vegetable plate to be delivered. They sent me this slop which when combined with the del
307,12.106679,4.385674,Awful
308,-0.55213016,-7.345591,Easily some of the worst food I've ever had in the lower mainland. Add inexperienced kitchen and ser
309,1.8737881,0.068427935,The food was great...the service sucked...on my birthday no less. Our waiter never brought us more w
310,-2.0041208,0.50206894,"Terrible service!! 

We sat at the bar, got drinks and ordered food.. once our food came out (an hou"
311,-2.1250172,-14.108866,Very disappointed went in for lunch for take out Friday afternoon. ordered a salmon with greens and 
312,-4.083211,24.51032,Total tourist trap. We went to the gift shop and snapped a couple pics of the bar next to it. Asked 
313,17.796463,-3.4480467,"People say this is the best Thai food around Boston University... 
... what people don't say is that"
314,3.4746492,2.0221019,"I hate this place, never want to go back. I ordered my food they told me fifteen minutes it would be"
315,-4.349701,-12.910173,I wish there was a 2 1/2 star option! My son ordered the steak on a stick which he had before and LO
316,14.7322855,8.247489,"I used to love this place and was previously reviewed at 5 stars, now it looks better on the inside "
317,-9.413417,-9.82434,Worst baked stuffed shrimp we've ever had. Nice view that's about it.  The service and the overall a
318,-0.09738661,8.208608,Jumped off the freeway to grab something fast and get back on the road to catch my plane.  40 mins l
319,-15.363136,5.844928,Waitress was abrasive and inattentive. Grilled cheese was unappealing and bland; cheese was not melt
320,1.2809839,-5.574166,Grandview Cafe is the biggest let down. I called for reservations on Wednesday and come Saturday the
321,3.9788435,-19.875875,Small portions and limited flavors  not good at all  worst Restr we ate in Portland all four of our 
322,14.347449,1.8757946,I have a lot to say but I'm busy right now. Will definitely revisit this review when I'm back home i
323,9.622178,-13.67285,If you are not a regular here you're out of luck. Slow service. Get used to being ignored until you 
324,-6.807478,-0.8348593,"Oh well for this being  my ""old faithful"" restaurant. I am a bit disturbed by the service today. Arr"
325,-1.8653786,4.306328,"Let me start off by saying they are in a staffing crisis, and have been for months so expect slow se"
326,-2.432669,5.1315317,"I had to wait 1 hour and 20 minutes for a table. I understand "" Big SEC Game"" LSU vs Georgia. The pa"
327,7.3745623,-12.467051,By far the worst Denny's I've ever been too!!!! Food took like 40 mins and didn't  taste good then w
328,-11.528121,-17.911943,What is with this restaurant? Everytime I pass by I see (what I assume to be the owner or manager) s
329,-14.77464,-11.13938,"I was disappointed as soon I consumed my first roll of sushi, the overall quality of sushi was not f"
330,-8.186761,0.1925267,"I have been to Bantam and Biddy numerous times, all at the Ansley Mall location.  While the service "
331,-7.042995,-4.281423,"Walked in expecting an outstanding experience, but meh. Maybe it was because it was happy hour ... o"
332,2.5292556,-17.59242,My Asian chicken salad is pretty mediocre.  The greens are mainly iceberg.  The water in the iceberg
333,13.414259,4.644278,"Save yourself the trip and go to Baja instead. Same concept, but Better food, better prices and heal"
334,-3.6591365,7.1704707,"My family used to get only pizza from them, and it was fine, good enough, and cheap. But we never go"
335,4.0755234,-2.4598093,"Food - meh. 
Service - abominable.

A friend and I got the Pad Thai, and his wife got a slow-cooked "
336,-0.8331108,-2.835149,Went to Cuchi Cuchi with a some friends for a birthday dinner. Found the staff attitude off-putting 
337,-21.361755,-12.31724,The only thing Worth more than one star is the live music on Saturday. Quinn is amazing. With that b
338,-4.0321536,8.286522,Some people don't understand the complex relationship between a customer and a Chinese restaurant. T
339,4.655801,-6.944477,This was a big waste of $40 bucks. Here's why...The lines were too big and disorganized. Samples wer
340,7.5077386,-5.3057036,Pharmacy department is awful! Had issues for years. 15 minute walk up pharmacy window to parking is 
341,-1.1458983,-23.286648,This was my first time ever trying Flippers and I was excited because I heard some good things about
342,-2.7394989,-12.007088,You have no idea how disappointed we are!! This was our place to go when we came to downtown Disney.
343,8.747158,11.996299,I placed a phone order which the staff said would be ready in 10 min. I arrived at exactly the 10 mi
344,0.7756201,4.0792494,"We had waited for food about one hour after we ordered. However, food didn't show up. I asked them a"
345,-0.037941493,2.3940125,Horrible dinning concept and arrangement! The long wait and you're right on top on other patrons who
346,9.193092,-3.5246682,"Cute concept but.... prices are too high (think Amy's Ice Cream prices,) service was non-existent an"
347,3.5813115,2.8863583,Ordered the Milton's Platter and it was not worth the calories or money. I ordered pick up and they 
348,1.8961934,-11.551559,I think my taste buds are wonky.  Pretty much everybody seems to really like this place on here.  Ev
349,23.727133,11.026993,Wow that was a major disappointment. Thought I would get some good local brew only to discover these
350,3.238746,11.294537,An ATL staple? I suppose for those who grew up here. If I wanted to feel sick from eating food I wou
351,-3.5969858,-11.209718,"Thank GOD! Finally a place in Kyle that is not a Mexican food restaurant, Pizza or Chicken place. Th"
352,-11.614027,-1.5090773,They botched my order one to many times.... horrible place to order from and customer service is ver
353,9.784345,9.375719,I went to Silhouette for their all day happy hour on a Monday. This first thing that hits you is tha
354,-9.154449,-19.982073,This restaurant is disgusting. My silverware had black residue all over it that looked like pencil w
355,-0.67264026,-15.183109,"Ordered the noodle dish, with chicken. Lacking spice, counted about 9 pieces of small, diced chicken"
356,24.178297,7.3092484,"My name is Karen Laurence and I have to say, when I was wating for my pumkin spice latte and i hear "
357,-18.012684,2.9519398,"Reply to Deepak of WUBurger:

I own a 36"" Blackstone griddle so I do understand the process of press"
358,-6.0017114,18.466228,"The so called ""manager"" at this location named Jason is an complete asshole and rude as hell. He cla"
359,19.626032,-10.546353,I was disappointed with the flavour- too salty. I was expecting a lot tastier for the small portions
360,11.957301,21.957962,Please do not go to this establishment. One of my friends was denied entry due to having a Puerto Ri
361,9.044106,9.584465,"The lunch buffet was very popular at under $10 CAD. However when I returned for lunch another day, m"
362,22.674559,-6.555033,Zero stars! Over-priced for pre-fab underwhelming food that is served cold when it should be hot. Su
363,-2.8188796,-3.470335,"I would feel bad for the owner, except that they have kept our server employed 6 months (he mentione"
364,-5.5018787,9.585074,This McDonalds looks nice and inviting because it's new not because it's great. The employees do not
365,5.9310474,-5.1104,I was looking for one item at Aldi's. The have great frozen scallops at a good price.  I went to the
366,-16.106518,-9.34475,I just moved into the area and wanted to try some of the nearby restaurants. i REALLY was in the moo
367,0.88333184,-11.5665655,"I had ordered the lemongrass chicken, which was sliced chunks of meat, maybe chicken breast, and a 1"
368,2.8691247,18.25123,"Ordered for delivery, the gentleman that answered the phone which I believe was the owner was extrem"
369,1.4866166,1.2595357,So disappointed. I have loved Outback for many years and was really looking forward to going today. 
370,7.719613,13.1775,"The Oxford Spa used to be a go-to place for outstanding sandwiches. Their service, the quality of th"
371,-8.360993,-7.8403993,"Being from Calgary with plenty of experience with the incredible, world-class service and food at th"
372,0.124980904,-11.411332,First and last time ordering from this place. We ordered kung pao chicken add broccoli and a hunan c
373,-21.871256,-3.5816956,I recently took a trip to Seattle and the Airbnb came with a dozen fresh farmed eggs from the neighb
374,-3.3071024,0.27011612,"Dang.  i didn't want to do this..... BUT....

after reading others recent reviews, it's clearly a pa"
375,6.914215,13.135093,I work in the area and used to go to this subway all the time. Today I visited the location and had 
376,-3.2534263,15.518318,"I am very disappointed and frustrated with this Whole Foods Market location, which has been my go to"
377,-8.509514,-10.162158,"No flavor, very bland, raw beef. Not worth $70 for 2 people. The view was pretty and staff was nice "
378,-6.9232626,15.291323,This place didn't is not like your typical poke place where you can see the items.  It almost seems 
379,-7.7271447,-16.338428,I've been to Tavern in The Square locations in Brighton/Allston & Salem - both as a night out for be
380,-10.411972,-0.90690756,This place is the worst! Terrible service! Usually at Vietnamese restaurants I don't expect great se
381,-5.335904,-6.874621,Been to Teppanyaki many times and there is an experience you expect that was not delivered. We got s
382,6.7397637,2.7880778,have debated all day about posting this but as a true blogger I must not just let you know of the go
383,-9.5881405,-13.376648,"Man, was I disappointed by this bar. 

I had heard of their epic whiskey list (which is definitely l"
384,-13.933791,3.5869844,I am sad I wasted my money here. The vegetarian fondue was so meh. Between the wet tofu and store bo
385,-18.845467,8.762411,I really really want to like El Vaquero. It is the closest place to get Mexican from my house withou
386,1.902118,25.119173,I gave an extra star for the decor and overall fun of the place. Donuts went in the trash and I thou
387,-7.805129,-9.055513,"This is 2nd time we visited this place. Food is so so, no feature  Price does not match to the  food"
388,0.43324706,-4.9415164,This place used to be my go-to for brunch but they've really gone downhill.  Beignets are now crunch
389,10.840533,6.32891,My family and I came in for brunch today for the first time. The food was okay despite taking foreve
390,6.6071863,24.25087,"Horrible door men, they are aggressive and rude. The disrespect at the door is palpable to not even "
391,11.392975,0.73601043,Worst service ever... I went here after reading the good reviews here on yelp but was very disappoin
392,-2.4457004,-15.9728365,Food: not the best Persian food. They use short cuts and have poor technique. The tahdig was soggy. 
393,-7.9711456,11.210445,"OK, I am in from out of town visiting my brother.  It is breakfast so he says that he has heard good"
394,0.03821803,-19.870493,The selection here is fine it's the TSA-level suspicion I got from the clerk last time I shopped her
395,-0.9926876,-7.7712855,Absolute terrible service. Went in with a party of 12. Food came out in sections. Literally half of 
396,22.187458,11.273445,Not great. The place was dirty and in disarray. The coffee flavored yogurt was actual brown water. T
397,-1.2345963,2.7398179,If you can get past the gate keepers of the seats the food is okay. We got on the wait list when yel
398,10.611053,-23.071308,The place is cute and the people were friendly but how're you gunna sell milk tea and make it with p
399,-18.704948,-3.6286097,Meh... Went here with a friend for some late breakfast. Most of the staff could have cared less abou
400,9.374137,12.94588,"Apparent;y they are more worried about their bottom ;line than customer satisfaction, Everything was"
401,-0.82206035,-12.056393,Pretty much your standard greasy Japanese-American take-out. I came here because it was the only Asi
402,10.158611,-11.121118,"We thought the food was very good, service was spotty and they made a major overcharge on the bill. "
403,-14.492693,-13.587091,"Boulder Cafe used to be one of my very favorite places to eat, back in the 2002-2004 era or so.  It "
404,-11.634913,4.23034,"Well, Rinato should have stayed Bridgeman's!  Last night we had a party of 4 for New Year's Eve.  Th"
405,-15.342464,5.9649744,"I wanted to like this place. Cheese, bread, coffee, muffins! What's not to like?? 

Well here's one "
406,3.6797135,1.015339,"Ordered a poutine and root beer to go and was in a bit of a rush, luckily no one was in line and onl"
407,14.381908,11.409316,Why.... The last few times I've gone the meat has been 1. Tough and 2. Insanely fatty. I mean the ki
408,1.745728,24.35245,"The donuts here are good. But the seating is meager and if you happen in with the family, they may w"
409,5.0189133,-6.586728,"I've waited about 7 visits to write this review, because I want to give Bee's Knees a better score, "
410,10.700243,19.26381,We just left the Hilliard Rome location and we had such a bad/embarrassing experience. My friend use
411,4.0713563,25.95168,Come here if you want to linger over your laptop and look like you're composing the Great American N
412,-0.043247327,10.560532,Sorry can't recommend New Ginza this time either. Last time we went was for our traditional NYE dinn
413,-1.1917037,-23.223007,"Pictures of food and drinks are highly misleading, prosciutto is not prosciutto or even close (it's "
414,-5.9811673,-11.120594,First visit here and most likely last.  Didn't realize it was a vegan place.  I'm all for that but i
415,6.1289363,-2.0573785,I used to work here so I know the standard they expect from the employees.  Im so sad to say that th
416,-1.736981,7.821068,"Staff is friendly, but slow. I ordered online and still waited 20 min for my food which was not corr"
417,-8.49593,-2.471992,"Panera is always just meh, nothing too special about this place except it's good for lunch. I just c"
418,-13.128542,0.83375865,"I have tried several time, the food is bored, no tasty, some type is salty at hell, and customer ser"
419,7.7955585,14.357589,Been here before but today was disappointing.  Ordered take out at lunch today.  Crab cake sandwich 
420,-7.0588903,3.5996175,"Short version: managers and hostesses are rude, bartenders have attitude, servers disappear frequent"
421,-9.671033,16.747835,This place used to rock. Went in there about a month ago. It was about 3pm on a Sunday afternoon. Vi
422,6.0691323,-0.8320848,"Very slow service, slow to greet, slow to seat, food took 50 minutes to come out, and it took 15 min"
423,11.285414,13.475762,Thought they should have more buffet food not good but pricey . Casual cried not too busy . Have dec
424,-17.213488,17.362303,Lovelies is the unfortunate Portland establishment that trades on the idea of offering no reservatio
425,-18.097168,3.2853546,I want to start by saying I love burgers.  But this place was a waste of time.  Combining all three 
426,17.791147,4.4868927,Mediocre pho noodle soup that was a bit too salty (broth) without being sufficiently flavorful. Coul
427,-0.09655042,7.028471,I've been waiting to try OLG for a very long time. I finally got the chance to go and was disappoint
428,-14.161171,-3.5028563,"Sorely disappointed. Grossly overpriced for the quality they provide.
Everything is consistently ove"
429,-1.0204113,6.3737483,"Nice place, make sure you are  not hungry or in a hurry in any way. 15 min wait for a table was ok  "
430,-3.5114062,14.361033,We have been loyal customers for over 15 years and we are very disappointed at the unacceptable poor
431,2.3804932,3.4976263,If anyone ever orders from this place again they deserve what they get. I ordered before looking at 
432,21.457817,2.8135648,"I wouldn't rate this market with even one star. 

I've always been under the impression, that,  this"
433,-6.256036,23.93664,"I really wanted to like this place. The decor is delightful Art Deco, the coffee was pretty good, an"
434,-10.840064,-8.110024,"The server was really nice at this restaurant, but I didn't enjoy the food or atmosphere very much. "
435,-4.723746,9.193748,"I never write reviews for places, especially negative ones, however since I'm sitting at the drive t"
436,13.614663,-1.3864224,I find it very difficult to give a bad review to such a cute little shop. Particularly one with sale
437,-11.42246,-10.985198,We had dinner here and got the VIP seating for Fantasmic.  The price for this restaurant is shocking
438,2.5401554,15.708326,"Wow. This pizza was so sad. It wasn't fully cooked, didn't add on the extras like a requested but of"
439,-12.0379095,1.4404888,Place suck never going back bad service had a 15 ppl party and they never sit us down
440,-6.218144,9.441399,"Completely mediocre food highlighted by awful location and experience.

This trailer is located next"
441,11.09351,-2.8706157,"I am at a total loss as to why this place has so many good reviews.  This was a huge disappointment,"
442,5.1973267,3.7994561,During our meal today we had ordered some mac n cheese and two of our bowls were extremely dirty on 
443,16.426682,3.645506,"Had the Shrimp Po Boy.  It was good, not great.  Didn't really like the bread that much.   Could hav"
444,15.159301,8.578304,"Used to LOVE this place. I had a few sandwiches and salads that I really, REALLY liked. Then they co"
445,3.4681032,12.389251,"Gross pizza, made us sick. I should have known being that Little Ceasars is one of the top 10 lowest"
446,8.379497,-11.886925,WORST MCDONALDS EVER. Crew was extremely slow. Manager was so rude. They took our order wrong and ch
447,4.234835,14.200308,This has to be the worst pizza experience I've ever had. I didn't try any other food there but the p
448,5.8428392,2.7376432,"Bland, low quality food. I don't understand how this place is rated so high. I don't understand how "
449,-18.003605,1.6745994,I'm giving 2 stars because of the food quality and taste. If there was a separate review for the ser
450,-1.0455076,-1.4020847,"When we first entered, a sharp young man named Eric was very friendly to us and gave us ideas for fo"
451,-5.636186,-2.2831101,"Where to begin.  We arrive to the table and I mention that my husband is allergic to peanuts, can u "
452,2.3452878,14.494694,"Asked for the pizza to be cooked ""well done"" (again) an hour later, I get a half cooked pizza delive"
453,9.499022,-10.1160755,"Brooks,R
3/14/2015
I stay at the hotel and the shuttle bus took my husband and I plus other people o"
454,9.557872,-6.9985237,"The parking lot always has a mess of carts in it, especially after 5PM. The teenage staff doesn't ca"
455,-7.564824,7.349615,Great place to catch a game on tv and a great burger but dont go there expecting friendly service fr
456,-3.7796838,-19.55257,Ridiculously expensive and not worth it. I paid more than $10 for a waffle with a scoop of ice cream
457,-13.064301,-0.22117698,"I ordered food online through Grubhub, very simple order of a Ceasar salad with GRILLED SALMON, side"
458,-19.423275,1.8985515,"The food here is not good.  If someone buys you a gift card for this place it means they hate you.

"
459,12.653856,-12.101792,This place is a disgrace to one of Atlanta's fine traditions. Slow and cold. They don't even say the
460,20.082445,-1.7775166,Long wait.   Chaotically run.  Lots of people doing nothing.  Arguably worst option PDX.
461,-13.033742,-3.856755,Went there today.  Service people were very friendly and on the ball but the chicken was very dry. T
462,4.0642333,-12.851394,Whereas everything seems to always go great at the location on Stringtown Road this O'Charley's seem
463,0.6844156,-5.1449437,HORRIBLE! 4 MONTHS of standing on the street waiting OVER an hour for reservations . we left every t
464,14.803499,-8.086458,"I just had lunch at 888 for the first time in about a year, and I got the buffet. All my previous vi"
465,9.316744,0.3445834,"Worst service I've ever had in my life. The food was decent, but not prepared how it should've been "
466,-13.493407,-6.307435,It was ok. Nothing to brag about.. they didn't have much of a selection to eat your meats. No good d
467,-12.444581,16.019482,"Took my girlfriend out here for Valentine's day and as of this evening am not impressed. 

Things st"
468,-18.854294,-3.6587024,"This review is for the takeout restaurant before you hit security. The chips were stale. The ""grille"
469,14.36415,14.985578,The atmosphere and the interior of this place is beautiful!! It's a refreshing open interior with be
470,-5.6086016,18.155151,"Customer service are rude 
It's very sad publix used to be my favorite store 
Not anymore since I mo"
471,-1.9419061,-12.4583025,"My review is for the FOOD only. 

I feel as though I just had dessert and not dinner. 
My chicken pa"
472,23.999456,9.859744,I was not thrilled about my experience here. I ordered a vanilla latte and I had better. I think the
473,1.8608688,7.65316,Came for brunch and waited 10-15 mins for a table (later saw there were quite a few empty tables). T
474,-6.0009685,4.3406143,This is the second Condado I've been to and the third time I've been and I was very unimpressed. We 
475,5.9751005,-22.858053,Bad day to visit Rimskey's. AC is out...soft serve isn't working and there are only about 1/2 of the
476,7.215444,4.7235985,Went there today in between hockey games. There was 11 of us. The place was empty except for one tab
477,7.3414607,-1.2952298,Terrible service. Slow and error prone. Been here twice. First time food was medicore (did not enjoy
478,-0.15016891,-18.994593,I really like the food here - the meats are flavourful and the soup noodles are delicious. What I do
479,3.9947414,15.0296755,I would never consider going back to this pizza joint. Just the thought of the restroom odor makes m
480,18.282372,2.5654268,"Came here for birthday celebration. The food was ok, not great, definitely not worth $250+ . Very di"
481,9.306067,-12.68299,"Just had dinner there and there was a hair in my daughters dinner.  They remade it and it was ok, ho"
482,7.266402,-13.152166,SMH. SMH. SMH. I tasted a cow's stomach last Sunday and I can tell you right away that I am not a fa
483,-15.807823,8.621218,Really sucks for a vegetarian to pick up some breakfast tacos... drive back to the office.... only t
484,-14.569285,-9.7374735,"I just ate here tonight and the three of us all order an assortment of spicy tuna maki, salmon maki,"
485,-8.805214,0.5886514,We were really excited to try Olive and June and the setup is really great.  The food is not.  I don
486,-0.58043385,6.0310936,Sat at 1:00pm lunch. Was looking forward to trying out the chicken and waffle and soft-shell crab be
487,4.19617,17.146637,"Horrible ownership!  This is not a ""mom and pop"" pizza place - don't be fooled!  The owner is a midd"
488,15.015966,19.48119,"Ordered from here via Grubhub, Malia Kofta & Rogan Josh. Hoping for two tasty entrees to go with a n"
489,0.71167535,-9.861186,Came here for lunch on a Friday after the lunch rush. When we walked in it says to seat yourself. We
490,-1.2383276,-5.225133,This was my second time at Two Urban Licks and I won't return for a third visit.  Our party of nine 
491,-3.3053863,-5.3027983,My family and I went here the night before thanksgiving. We had our Thanksgiving Wednesday night. We
492,1.3203765,3.331872,I would give zero stars if I could! Terrible customer service! I will not be coming back ever. It wa
493,1.8171346,-13.339609,What can I say.  Not an interesting meal on the entire menu. It's already all been done. Nothing ori
494,-17.994198,-14.768781,I came here with my father and my 8 month old daughter. We ordered 2 coffees and a muffin. We then f
495,17.872276,0.77851546,Don't really know what the hype is all about.  It's definitely not worth the 2.5 wait.  Rude front s
496,-16.691666,4.2545505,"The worst burger place I've ever visited. My burger was cold, cheese not even close to melted and th"
497,-4.3194203,2.6182916,Horrible service.  Waited 45 minutes and food never came.  Take out orders are clearly the priority.
498,-21.623274,8.307136,"Chipotle sucks, and not just because it's owned by McDonalds. The food just sucks. I'm not across th"
499,-0.21929257,-0.94582546,NEGATIVE 10 stars -10 *...very bad experience on Father's Day dinner. There is no management here be
